"Location","Sample_ID","Sample_Date","USDA_Species_Code","Tair","Tleaf","VpdL","Vcmax_Tleaf","Jmax_Tleaf","Rd_Tleaf","Vcmax25_Rog","Jmax25_Rog","Vcmax25_Bern","Jmax25_Bern"
"Seward_Peninsula","BNL12961",20190706,"ALVIF",27.0059035157143,29.0392755792857,1.72859240528571,89.1703266041052,156.888041562896,1.07749160368033,66.5514272823007,129.061088079676,62.695197849033,123.819007177391
"Seward_Peninsula","BNL12962",20190706,"ALVIF",22.2204924992857,25.0096129,1.22582077121429,69.3935732241939,122.967857952369,1.33683710589665,69.3446199291182,122.909961227982,69.3346368330656,122.897669078765
"Seward_Peninsula","BNL12963",20190706,"ALVIF",25.638165065,28.0275006971429,1.35019755964286,76.835106052938,139.655601053641,1.41205046520032,61.6600754990002,120.584093752137,58.9534208104142,116.881936308692
"Seward_Peninsula","BNL12973",20190704,"ALVIF",18.6525290576923,19.8698695261538,0.367541416846154,47.5504961842666,100.818289986486,1.59838195538074,69.7562111517147,130.197809935031,75.428783849996,137.464535174974
"Seward_Peninsula","BNL12975",20190704,"ALVIF",18.9057814714286,19.9724076142857,0.449714662571429,40.1121986296173,85.4412516785197,1.30519822986699,58.3876208524715,109.767554470519,63.035427648302,115.766112120343
"Seward_Peninsula","BNL12976",20190704,"ALVIF",18.8896459857143,20.0533708842857,0.591389965357143,48.9333318691091,97.8562738470914,1.09651686911629,70.7911833815737,125.202587816431,76.3305486701297,131.929637603224
"Seward_Peninsula","BNL12977",20190704,"ALVIF",22.8682477114286,23.0646375928571,0.843907721,55.2986804482972,94.5817019253889,-0.109903922221574,63.8003668904259,104.053022547081,65.6892631423549,106.183495024142
"Seward_Peninsula","BNL12978",20190704,"ALVIF",17.1732003364286,18.3418373378571,0.3615141925,29.8738867615628,59.1632207029066,0.43422887429501,49.2519150546199,82.5948173691759,54.5408330746808,88.6595963387253
"Seward_Peninsula","BNL12979",20190704,"ALVIF",20.2665914814286,20.9304618835714,0.600935229642857,51.2362434322088,110.423860266679,1.16733372125513,69.3620695616553,135.160044521252,73.7835423068165,141.088465890163
"Seward_Peninsula","BNL12956",20190706,"ALVIF",33.8716438835714,33.9448471078571,2.50820331921429,111.98355680687,145.103690033542,1.46559710724183,59.1932353756226,94.8207163183784,51.9736496932195,86.628759877084
"Seward_Peninsula","BNL12957",20190705,"ALVIF",22.7924774714286,24.3566741942857,1.61083537228571,55.3159433242115,106.563225794338,0.550478611124759,57.9970444188211,109.982843044145,58.5597960828862,110.723084637455
"Seward_Peninsula","BNL12958",20190705,"ALVIF",24.2416816442857,25.0545331392857,1.60360701892857,45.1390440049748,91.8940639097843,0.753241816359589,44.9587256140019,91.6489246675867,44.9220260363655,91.5969481350063
"Seward_Peninsula","BNL13401",20190707,"ALVIF",25.3617912028571,29.128405025,2.18581430714286,80.7205634340365,139.473487749273,0.937198683088289,59.8626254009685,114.2487995104,56.320754494901,109.509477856723
"Seward_Peninsula","BNL13402",20190707,"ALVIF",23.8217555464286,26.08338833,1.497447164,80.2132728231042,143.357534179705,1.07691658542685,74.1019398430524,135.973045622253,72.9135040084261,134.454432281355
"Seward_Peninsula","BNL13403",20190707,"ALVIF",21.2683102742857,24.55900165,1.45663947614286,64.5751822672279,137.8212787125,1.38508826755254,66.7032260629898,140.835861891917,67.1459236631535,141.48451621421
"Seward_Peninsula","BNL13404",20190707,"ALVIF",23.5549007142857,27.8186629157143,1.96346959814286,65.9578930918632,124.799469774029,0.965180466596456,53.7329709170512,108.84336657354,51.5321177629815,105.726721461709
"Seward_Peninsula","BNL13049",20190707,"ALVIF",20.7416795576923,24.0665915561538,0.985250925461538,29.5429465204246,68.5143297353385,1.42682395141368,31.6451510558771,71.7304954089503,32.0920742019982,72.4327208493017
"Seward_Peninsula","BNL13051",20190707,"ALVIF",23.1611843107143,26.0238456735714,1.43827545478571,51.8426555583646,90.3823045769642,1.40569768470928,48.1011693963195,85.9752981946564,47.3716608956037,85.0673978408334
"Seward_Peninsula","BNL13053",20190707,"ALVIF",23.0589303971429,25.00499739,1.28090219292857,55.960772145833,108.212962353464,1.06660034868712,55.9402456182531,108.186472088025,55.9360587682859,108.180847125028
"Seward_Peninsula","BNL15353",20190707,"SAPU15",23.9207191466667,28.1173761683333,2.17294603283333,66.2198762876371,124.859978146621,2.5667716269542,52.7989609468852,107.344910655399,50.4147462801375,103.953941714738
"Seward_Peninsula","BNL15354",20190707,"SAPU15",24.4423634664286,27.3749080385714,2.1712512595,54.0860292518706,109.297578802801,1.61899220765225,45.4950526598222,97.3821054626073,43.9175570305101,95.0238548680743
"Seward_Peninsula","BNL15355",20190707,"SAPU15",23.9370464607143,26.7566319871429,1.8156950995,57.2243799854288,148.151011801399,1.4919285913528,50.3387427866666,136.002797741469,49.0391482686304,133.553960903281
"Seward_Peninsula","BNL14203",20190708,"SAPU15",24.4184593478571,27.0472029285714,1.46379004078571,95.8934429593351,162.926430254147,1.56332896684303,82.5967512292184,147.479086189561,80.1193330958555,144.39194913552
"Seward_Peninsula","BNL14204",20190708,"SAPU15",23.3857361935714,27.1783238828571,1.49877621814286,141.078518423784,270.274711643884,1.95409209732045,120.368551158676,243.104827218476,116.53233546113,237.69603950177
"Seward_Peninsula","BNL14207",20190708,"SAPU15",27.3168761392857,29.0509426942857,1.65092419785714,123.863818312862,221.800148898345,1.90080377209719,92.3675424982384,182.358358809458,87.0006343797751,174.930828385834
"Seward_Peninsula","BNL14208",20190708,"SAPU15",25.672535625,29.0217424128571,2.0444052205,88.8016870922951,165.990333469349,1.69718905727821,66.3593970455119,136.663155520396,62.5302781598633,131.13558738518
"Seward_Peninsula","BNL14209",20190708,"SAPU15",26.7783234457143,29.0571878992857,1.5653310885,117.776195199538,220.223240266081,1.64591420379634,87.7887036152408,181.007951136118,82.68031555638,173.624441851054
"Seward_Peninsula","BNL15359",20190708,"SAPU15",26.1268192021429,29.0663576128571,1.88112633307143,115.677224020698,187.150854993333,1.23654405832496,86.1676841840439,153.757541315716,81.1427751902566,147.471910846518
"Seward_Peninsula","BNL14202",20190708,"SAPU15",24.9498656128571,26.0685119642857,1.10039760492857,80.3395898268044,164.503122714238,1.50718379103466,74.2991507323172,156.142346027474,73.1237262124825,154.422200381248
"Seward_Peninsula","BNL14210",20190708,"SARI4",25.5716381071429,29.3497329428571,1.76410380457143,128.996184894739,227.370701387155,0.919597249723846,94.1647359507161,184.296215682816,88.3082758580576,176.256128183459
"Seward_Peninsula","BNL14205",20190708,"SARI4",25.940492085,28.048415865,1.61362591171429,102.410844353277,192.333418736267,1.86103388680582,82.0610083304708,165.901509910351,78.4347453641041,160.773735176412
"Seward_Peninsula","BNL15358",20190708,"SARI4",26.9091474092308,28.5566165646154,1.72644548,83.395745346303,183.624111099937,1.99742433544124,64.4295166756378,154.578100954684,61.1255599461197,149.02749438608
